transaction_id,item,total_spent,transaction_date,payment_method,location,price_per_unit,quantity,_s5_reason,_strict_reason
TXN_3206876,Salad,20.0,2023-11-07,,In-store,5.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3064922,,10.0,2023-11-12,Cash,,5.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3265596,Tea,1.5,2023-12-28,Cash,,1.5,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6851213,Juice,3.0,2023-05-19,Digital Wallet,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7127903,Coffee,10.0,2023-11-27,,In-store,2.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7543722,Cookie,3.0,2023-08-26,Digital Wallet,,1.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7952680,,5.0,2023-06-09,Unknown,,5.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8556062,Sandwich,20.0,2023-08-07,,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8429412,Smoothie,16.0,2023-06-23,,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3817784,Salad,5.0,2023-11-25,,,5.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9731530,Tea,6.0,2023-06-23,Credit Card,,1.5,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5400273,Smoothie,16.0,2023-05-24,Credit Card,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2255634,Salad,20.0,2023-04-09,,,5.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3312002,Smoothie,16.0,2023-04-30,Digital Wallet,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1867836,Juice,3.0,2023-03-21,Credit Card,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3051509,Cookie,5.0,2023-03-07,,In-store,1.0,,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5108804,Juice,3.0,2023-09-26,Digital Wallet,In-store,,1.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_1622577,Juice,3.0,2023-03-14,Cash,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9508880,Coffee,8.0,2023-10-26,,In-store,2.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8271025,Juice,15.0,2023-03-09,Credit Card,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6315590,Tea,7.5,2023-10-04,,In-store,1.5,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7468777,Salad,5.0,,Digital Wallet,In-store,5.0,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_2627056,Sandwich,16.0,2023-04-22,Digital Wallet,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5062280,Smoothie,16.0,2023-07-05,Credit Card,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7290923,Salad,15.0,2023-02-09,Unknown,,5.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7844687,Cake,3.0,,,In-store,3.0,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_7311097,Coffee,10.0,2023-08-05,,In-store,2.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1185118,,,,,,3.0,5.0,MISSING_DATE,SCHEMA_VIOLATION
TXN_4836614,,6.0,2023-04-03,Digital Wallet,,1.5,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7477271,Tea,7.5,2023-07-12,,Takeaway,1.5,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6503052,Juice,12.0,2023-04-21,,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6471268,Smoothie,20.0,2023-02-10,Digital Wallet,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3985301,Smoothie,8.0,,,In-store,4.0,2.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_6843517,Sandwich,S5_REVIEW_REQUIRED,2023-01-02,Credit Card,In-store,4.0,5.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_9370304,Smoothie,16.0,2023-09-01,,Takeaway,,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1446862,Cake,9.0,2023-09-26,,Takeaway,3.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4987246,Cookie,S5_REVIEW_REQUIRED,2023-11-24,Digital Wallet,Takeaway,1.0,3.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_6271219,Sandwich,12.0,2023-06-07,Cash,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4917580,,6.0,2023-03-08,,In-store,2.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7825648,Coffee,2.0,2023-05-18,,Takeaway,2.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1853196,Sandwich,4.0,2023-08-28,Credit Card,,4.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6902481,Juice,9.0,2023-09-03,Cash,,3.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4041845,Juice,15.0,2023-12-01,,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8861272,Coffee,2.0,2023-03-27,Digital Wallet,,2.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7527954,Cake,12.0,2023-12-09,,Unknown,3.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7416770,,9.0,2023-04-08,,Takeaway,3.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6594187,Tea,7.5,,Unknown,,1.5,5.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_8632098,Salad,10.0,2023-01-06,,,,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3520908,Sandwich,12.0,2023-08-01,Digital Wallet,Unknown,,3.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_4840295,,16.0,2023-02-02,Digital Wallet,Takeaway,4.0,4.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_8399341,Tea,7.5,2023-03-22,Cash,,1.5,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3164212,Smoothie,16.0,2023-11-14,,In-store,4.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1834831,,25.0,2023-02-16,Digital Wallet,In-store,5.0,5.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_3360401,,3.0,2023-02-05,,Takeaway,1.5,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6036520,Coffee,10.0,2023-09-15,Cash,,2.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1582958,Coffee,4.0,2023-12-08,Cash,,2.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7325430,Coffee,4.0,2023-04-17,Cash,,2.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6440365,Smoothie,8.0,2023-05-14,Cash,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4244830,Coffee,10.0,2023-04-24,,In-store,2.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2217038,Tea,7.5,2023-06-12,Unknown,,1.5,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6259827,Cake,6.0,2023-06-14,Credit Card,Takeaway,,2.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_1643039,Cookie,3.0,2023-02-17,,,1.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3683787,Tea,7.5,2023-09-16,Credit Card,,,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5765576,Sandwich,20.0,2023-11-22,,In-store,4.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4155134,Cookie,1.0,2023-05-07,,Takeaway,1.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3328393,,9.0,2023-04-16,,,3.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2399870,Salad,20.0,2023-04-08,,,5.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8898121,Tea,6.0,2023-03-26,Digital Wallet,,1.5,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3244935,Salad,25.0,2023-11-24,,Takeaway,5.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8997048,Juice,3.0,2023-12-05,,In-store,3.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6746140,Cookie,5.0,,Digital Wallet,Takeaway,1.0,5.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_8103439,Smoothie,4.0,2023-11-30,,Takeaway,4.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_9474082,,15.0,2023-03-22,Digital Wallet,In-store,5.0,3.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_2623927,Sandwich,8.0,2023-01-27,Unknown,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8707598,Juice,12.0,2023-10-22,Credit Card,,,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2810554,,3.0,2023-02-18,Credit Card,Takeaway,3.0,1.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_9991468,Juice,12.0,2023-11-30,Credit Card,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1339457,,S5_REVIEW_REQUIRED,2023-05-23,Digital Wallet,In-store,4.0,3.0,MISSING_ITEM,SCHEMA_VIOLATION
TXN_8936782,Juice,S5_REVIEW_REQUIRED,2023-04-01,,In-store,3.0,5.0,MISSING_PAYMENT,SCHEMA_VIOLATION
TXN_4089089,Smoothie,20.0,2023-10-26,,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7792996,Salad,20.0,2023-12-20,Cash,,5.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4015634,Tea,3.0,2023-06-28,,,1.5,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8166394,Juice,12.0,2023-12-22,Credit Card,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8837886,Smoothie,S5_REVIEW_REQUIRED,2023-04-20,,,4.0,3.0,MISSING_LOCATION,SCHEMA_VIOLATION
TXN_1437275,Coffee,6.0,2023-07-22,Credit Card,,2.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5791605,Smoothie,12.0,2023-05-17,,Takeaway,4.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5836079,Coffee,2.0,2023-07-14,Digital Wallet,,2.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2897115,,6.0,2023-06-23,Digital Wallet,In-store,2.0,3.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_9639025,Coffee,10.0,2023-12-06,,,2.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9196116,Cake,6.0,2023-07-06,,In-store,,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8700156,Tea,6.0,2023-12-25,Credit Card,In-store,,4.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_1866816,Juice,9.0,2023-08-21,,In-store,3.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2423762,Coffee,2.0,2023-08-12,,,2.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4007506,Salad,5.0,2023-01-19,,,5.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4468830,Smoothie,S5_REVIEW_REQUIRED,2023-11-10,Digital Wallet,In-store,4.0,4.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_1908100,Juice,6.0,2023-04-17,,In-store,3.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3892344,Cookie,2.0,2023-07-28,,,1.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5764993,Salad,,2023-04-26,Unknown,Takeaway,5.0,3.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_2376525,Sandwich,20.0,,Unknown,,4.0,5.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_2628941,Smoothie,4.0,2023-12-27,,In-store,4.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5206049,,3.0,2023-06-24,Digital Wallet,,,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4946991,Cake,3.0,2023-04-17,Unknown,Unknown,,1.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_9663098,Juice,6.0,2023-06-10,Cash,,3.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2492586,Salad,15.0,2023-05-17,Cash,,,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2450799,Tea,7.5,2023-11-26,Unknown,Unknown,,5.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_3665727,Cookie,1.0,2023-10-13,,In-store,1.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4954887,Cookie,3.0,2023-06-11,,In-store,1.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4449173,,2.0,2023-04-05,Digital Wallet,Takeaway,2.0,,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_6641409,,20.0,2023-11-21,Digital Wallet,Unknown,4.0,5.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_6132959,Salad,25.0,2023-07-01,Digital Wallet,,5.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8938663,Coffee,2.0,2023-09-09,Digital Wallet,,2.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5039624,Cookie,4.0,2023-04-27,,Takeaway,1.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1529904,Coffee,2.0,,Credit Card,In-store,2.0,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_5807634,Sandwich,20.0,2023-05-23,Digital Wallet,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2193092,Juice,12.0,2023-10-30,,Takeaway,,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8191921,Salad,15.0,,Digital Wallet,,5.0,3.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_1833277,Tea,3.0,2023-10-19,,Takeaway,1.5,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6346774,Juice,9.0,,Cash,In-store,3.0,3.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_5017895,Salad,20.0,2023-09-25,Cash,,5.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4547995,Cake,9.0,2023-11-30,Digital Wallet,,3.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7032256,Sandwich,20.0,2023-03-13,Credit Card,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2578309,Smoothie,12.0,2023-05-05,,Unknown,4.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5508573,Cake,3.0,2023-12-17,,Takeaway,3.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7125392,Cookie,4.0,2023-07-05,Digital Wallet,Takeaway,,4.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_1203954,Sandwich,4.0,2023-08-12,Digital Wallet,,4.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4671054,,20.0,2023-06-20,Cash,,5.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3353214,Smoothie,20.0,2023-08-12,Credit Card,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7122708,Sandwich,20.0,2023-06-23,,Takeaway,,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8788437,Coffee,2.0,2023-11-19,,Unknown,2.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4647042,Sandwich,20.0,2023-04-25,,Takeaway,4.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1183212,Juice,12.0,2023-06-30,,In-store,3.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_8426712,Cookie,3.0,2023-05-22,,In-store,1.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6610554,Coffee,10.0,2023-10-28,Digital Wallet,,2.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6169248,Juice,15.0,2023-08-12,Credit Card,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1581997,Salad,20.0,2023-08-26,Digital Wallet,,5.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4868913,Cake,12.0,2023-06-30,Cash,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8277553,Tea,4.5,2023-09-26,Cash,,1.5,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7276927,Coffee,10.0,2023-07-06,Cash,Takeaway,,5.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_3943666,Juice,12.0,2023-03-15,,Takeaway,3.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6199016,Juice,3.0,2023-02-14,Digital Wallet,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9301279,Smoothie,4.0,2023-05-27,Credit Card,Unknown,,1.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_8900751,Sandwich,S5_REVIEW_REQUIRED,2023-01-30,Unknown,Takeaway,4.0,1.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_6542877,Juice,3.0,2023-12-06,,In-store,3.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6345733,Coffee,2.0,2023-11-26,,In-store,2.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5834491,Tea,4.5,2023-08-13,,,1.5,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1454730,Coffee,10.0,2023-07-21,,Takeaway,2.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3243832,Cake,6.0,2023-08-10,,,3.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7501717,Sandwich,4.0,2023-08-03,Credit Card,,4.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1351151,Smoothie,4.0,2023-10-03,Credit Card,,4.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6018740,Smoothie,8.0,,Digital Wallet,Takeaway,4.0,2.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_7694020,Cookie,2.0,2023-08-06,Digital Wallet,Takeaway,,2.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_4215488,Salad,25.0,2023-10-07,,In-store,5.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_5167425,Juice,15.0,2023-08-04,Digital Wallet,,3.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7075261,Juice,3.0,2023-07-29,,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2694724,Sandwich,8.0,2023-06-26,Digital Wallet,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8285304,Cookie,1.0,2023-07-09,Cash,,1.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8877644,Cookie,2.0,2023-09-01,,Takeaway,1.0,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2879361,Juice,9.0,2023-11-22,,Takeaway,3.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6124342,Cake,9.0,2023-09-14,,Takeaway,3.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6778177,Cookie,4.0,2023-10-12,,Takeaway,1.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2634410,Smoothie,12.0,2023-07-15,,Unknown,4.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6975750,Juice,15.0,2023-01-08,,Unknown,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_9293417,Tea,,,Digital Wallet,Takeaway,1.5,3.0,MISSING_DATE,SCHEMA_VIOLATION
TXN_7741256,,15.0,2023-04-24,Digital Wallet,Takeaway,3.0,5.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_3484190,Coffee,10.0,2023-12-27,Digital Wallet,,2.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2621008,,2.0,2023-10-21,Digital Wallet,Takeaway,1.0,2.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_5429861,Cake,3.0,2023-03-20,Digital Wallet,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2828596,Coffee,4.0,2023-11-25,,,2.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6348290,,8.0,2023-01-24,,In-store,2.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_9813943,Salad,10.0,2023-04-06,Cash,,5.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2364171,Juice,12.0,2023-05-18,Cash,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9956671,Cake,9.0,2023-05-05,Credit Card,,,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1655827,Cake,3.0,2023-09-06,,In-store,3.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4225300,Sandwich,4.0,,Cash,Takeaway,4.0,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_5396727,Juice,6.0,2023-10-13,Credit Card,Takeaway,,2.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_5198827,Tea,7.5,2023-02-15,,,1.5,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_8023817,Juice,12.0,2023-05-08,,Takeaway,3.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4171507,Tea,1.5,2023-10-26,,In-store,1.5,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4187327,Tea,3.0,2023-04-01,,Takeaway,1.5,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_7797321,Sandwich,20.0,2023-11-26,,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7512574,Tea,1.5,,,Takeaway,1.5,1.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_3044825,,1.5,2023-08-14,Credit Card,In-store,1.5,1.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_9019429,Smoothie,8.0,2023-05-11,Digital Wallet,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9744862,Juice,,2023-09-19,Cash,In-store,3.0,4.0,CURRENCY_FORENSIC,SCHEMA_VIOLATION
TXN_6365371,,S5_REVIEW_REQUIRED,2023-06-16,Credit Card,,4.0,2.0,MISSING_LOCATION,SCHEMA_VIOLATION
TXN_4543880,Salad,15.0,2023-07-18,Cash,,5.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9126502,Smoothie,20.0,2023-09-22,Credit Card,,4.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4507755,Cake,6.0,2023-05-10,Digital Wallet,,3.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3928766,Juice,15.0,2023-01-14,,Takeaway,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_9104535,Cake,,2023-04-13,,,3.0,4.0,MISSING_LOCATION,SCHEMA_VIOLATION
TXN_4914535,,2.0,,Cash,Unknown,1.0,2.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_9981953,,12.0,2023-02-03,,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_6627338,Juice,15.0,2023-12-03,,Takeaway,3.0,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_3555821,Sandwich,12.0,2023-07-12,,In-store,4.0,3.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1372991,Coffee,8.0,2023-11-17,,In-store,2.0,4.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6364938,Coffee,6.0,2023-07-16,Digital Wallet,In-store,,3.0,STRICT_NULL_REMOVAL,STRICT_NULL_REMOVAL
TXN_3040823,Smoothie,4.0,2023-10-06,,In-store,4.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_6755757,,16.0,2023-04-05,Credit Card,In-store,4.0,4.0,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_3596456,Coffee,6.0,,Digital Wallet,Takeaway,2.0,3.0,MISSING_DATE,STRICT_NULL_REMOVAL
TXN_2130415,,2.0,2023-12-08,Digital Wallet,Takeaway,2.0,,MISSING_ITEM,STRICT_NULL_REMOVAL
TXN_9617421,Tea,,2023-08-21,,In-store,1.5,1.0,MISSING_PAYMENT,SCHEMA_VIOLATION
TXN_3832513,Salad,5.0,2023-02-13,,Takeaway,5.0,1.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_4128086,Tea,6.0,2023-05-29,,,1.5,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_2004781,Sandwich,20.0,2023-04-20,,Takeaway,,5.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_2036482,Cake,3.0,2023-06-04,Cash,,3.0,1.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5055872,Sandwich,12.0,2023-02-05,Credit Card,,4.0,,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_1386024,Cake,12.0,2023-05-21,Credit Card,,3.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_9491244,,15.0,2023-04-19,,,3.0,5.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_4522012,Coffee,S5_REVIEW_REQUIRED,2023-04-13,,In-store,2.0,2.0,MISSING_PAYMENT,SCHEMA_VIOLATION
TXN_4650044,Cookie,4.0,2023-06-21,Cash,,1.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_5721215,Tea,3.0,2023-05-17,,Takeaway,1.5,2.0,MISSING_PAYMENT,STRICT_NULL_REMOVAL
TXN_1869147,Smoothie,16.0,2023-11-21,Digital Wallet,,4.0,4.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_3377885,Sandwich,12.0,2023-05-08,Cash,,4.0,3.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
TXN_7373126,Smoothie,8.0,2023-11-18,Credit Card,,4.0,2.0,MISSING_LOCATION,STRICT_NULL_REMOVAL
